Experiment;Name;Weather;Soil;Year;Sowing;Harvest;Irrigation;Management;Fertilisation_org;Fertilisation_min;Residues;CO2;Crop;Cultivar;Lat;Long;Elevation
EX159;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;26.07.2013;no_irrig;manag20;no_fert;fert25;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX160;HUB_Thyrow_D1;weather3;soil6;2013;23.04.2013;10.09.2013;irrig18;manag17;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX161;HUB_Thyrow_D1;weather3;soil6;2013;20.08.2012;22.07.2013;irrig16;manag18;no_fert;no_fert;resi5;no_co2;WC;Visby;52.252;13.235;47
EX162;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;02.08.2013;irrig17;manag19;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX163;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;26.07.2013;irrig19;manag20;no_fert;no_fert;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX164;HUB_Thyrow_D1;weather3;soil6;2013;23.04.2013;10.09.2013;irrig18;manag17;no_fert;fert26;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX165;HUB_Thyrow_D1;weather3;soil6;2013;20.08.2012;22.07.2013;irrig16;manag18;no_fert;fert24;resi5;no_co2;WC;Visby;52.252;13.235;47
EX166;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;02.08.2013;irrig17;manag19;no_fert;fert26;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX167;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;26.07.2013;irrig19;manag20;no_fert;fert26;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX168;HUB_Thyrow_D1;weather3;soil6;2013;23.04.2013;10.09.2013;irrig18;manag17;no_fert;fert25;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX169;HUB_Thyrow_D1;weather3;soil6;2013;20.08.2012;22.07.2013;irrig16;manag18;no_fert;fert23;resi5;no_co2;WC;Visby;52.252;13.235;47
EX170;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;02.08.2013;irrig17;manag19;no_fert;fert25;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX171;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;26.07.2013;irrig19;manag20;no_fert;fert25;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX172;HUB_Thyrow_D1;weather3;soil6;2013;23.04.2013;10.09.2013;irrig18;manag17;no_fert;fert25;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX173;HUB_Thyrow_D1;weather3;soil6;2013;20.08.2012;22.07.2013;irrig16;manag18;no_fert;fert23;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX174;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;02.08.2013;irrig17;manag19;no_fert;fert25;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX175;HUB_Thyrow_D1;weather3;soil6;2013;04.10.2012;26.07.2013;irrig19;manag20;no_fert;fert25;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX176;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;no_irrig;manag21;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX177;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;no_irrig;manag22;no_fert;no_fert;resi6;no_co2;WC;Visby;52.252;13.235;47
EX178;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;no_irrig;manag23;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX179;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;no_irrig;manag24;no_fert;no_fert;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX180;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;no_irrig;manag21;no_fert;fert30;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX181;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;no_irrig;manag22;no_fert;fert32;resi6;no_co2;WC;Visby;52.252;13.235;47
EX182;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;no_irrig;manag23;no_fert;fert28;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX183;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;no_irrig;manag24;no_fert;fert28;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX184;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;no_irrig;manag21;no_fert;fert29;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX185;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;no_irrig;manag22;no_fert;fert31;resi6;no_co2;WC;Visby;52.252;13.235;47
EX186;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;no_irrig;manag23;no_fert;fert27;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX187;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;no_irrig;manag24;no_fert;fert27;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX188;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;no_irrig;manag21;no_fert;fert29;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX189;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;no_irrig;manag22;no_fert;fert31;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX190;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;no_irrig;manag23;no_fert;fert27;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX191;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;no_irrig;manag24;no_fert;fert27;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX192;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;irrig21;manag21;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX193;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;irrig23;manag22;no_fert;no_fert;resi6;no_co2;WC;Visby;52.252;13.235;47
EX194;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;irrig20;manag23;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX195;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;irrig22;manag24;no_fert;no_fert;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX196;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;irrig21;manag21;no_fert;fert30;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX197;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;irrig23;manag22;no_fert;fert32;resi6;no_co2;WC;Visby;52.252;13.235;47
EX198;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;irrig20;manag23;no_fert;fert28;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX199;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;irrig22;manag24;no_fert;fert28;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX200;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;irrig21;manag21;no_fert;fert29;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX201;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;irrig23;manag22;no_fert;fert31;resi6;no_co2;WC;Visby;52.252;13.235;47
EX202;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;irrig20;manag23;no_fert;fert27;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX203;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;irrig22;manag24;no_fert;fert27;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX204;HUB_Thyrow_D1;weather3;soil6;2014;10.04.2014;28.08.2014;irrig21;manag21;no_fert;fert29;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX205;HUB_Thyrow_D1;weather3;soil6;2014;28.08.2013;10.07.2014;irrig23;manag22;no_fert;fert31;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX206;HUB_Thyrow_D1;weather3;soil6;2014;01.10.2013;21.07.2014;irrig20;manag23;no_fert;fert27;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX207;HUB_Thyrow_D1;weather3;soil6;2014;16.10.2013;21.07.2014;irrig22;manag24;no_fert;fert27;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX208;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;no_irrig;manag25;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX209;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;no_irrig;manag26;no_fert;no_fert;resi7;no_co2;WC;Visby;52.252;13.235;47
EX210;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;no_irrig;manag27;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX211;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;no_irrig;manag28;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX212;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;no_irrig;manag25;no_fert;fert34;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX213;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;no_irrig;manag26;no_fert;fert38;resi7;no_co2;WC;Visby;52.252;13.235;47
EX214;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;no_irrig;manag27;no_fert;fert36;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX215;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;no_irrig;manag28;no_fert;fert36;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX216;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;no_irrig;manag25;no_fert;fert33;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX217;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;no_irrig;manag26;no_fert;fert37;resi7;no_co2;WC;Visby;52.252;13.235;47
EX218;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;no_irrig;manag27;no_fert;fert35;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX219;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;no_irrig;manag28;no_fert;fert35;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX220;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;no_irrig;manag25;no_fert;fert33;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX221;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;no_irrig;manag26;no_fert;fert37;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX222;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;no_irrig;manag27;no_fert;fert35;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX223;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;no_irrig;manag28;no_fert;fert35;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX224;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;irrig24;manag25;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX225;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;irrig26;manag26;no_fert;no_fert;resi7;no_co2;WC;Visby;52.252;13.235;47
EX226;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;irrig26;manag27;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX227;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;irrig25;manag28;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX228;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;irrig24;manag25;no_fert;fert34;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX229;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;irrig26;manag26;no_fert;fert38;resi7;no_co2;WC;Visby;52.252;13.235;47
EX230;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;irrig26;manag27;no_fert;fert36;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX231;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;irrig25;manag28;no_fert;fert36;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX232;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;irrig24;manag25;no_fert;fert33;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX233;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;irrig26;manag26;no_fert;fert37;resi7;no_co2;WC;Visby;52.252;13.235;47
EX234;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;irrig26;manag27;no_fert;fert35;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX235;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;irrig25;manag28;no_fert;fert35;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX236;HUB_Thyrow_D1;weather3;soil6;2015;14.04.2015;10.09.2015;irrig24;manag25;no_fert;fert33;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX237;HUB_Thyrow_D1;weather3;soil6;2015;26.08.2014;21.07.2015;irrig26;manag26;no_fert;fert37;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX238;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;04.08.2015;irrig26;manag27;no_fert;fert35;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX239;HUB_Thyrow_D1;weather3;soil6;2015;24.09.2014;23.07.2015;irrig25;manag28;no_fert;fert35;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX240;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;no_irrig;manag29;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX241;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;no_irrig;manag30;no_fert;no_fert;resi8;no_co2;WC;Visby;52.252;13.235;47
EX242;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;no_irrig;manag31;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX243;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;no_irrig;manag32;no_fert;no_fert;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX244;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;no_irrig;manag29;no_fert;fert40;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX245;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;no_irrig;manag30;no_fert;fert44;resi8;no_co2;WC;Visby;52.252;13.235;47
EX246;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;no_irrig;manag31;no_fert;fert42;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX247;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;no_irrig;manag32;no_fert;fert42;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX248;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;no_irrig;manag29;no_fert;fert39;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX249;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;no_irrig;manag30;no_fert;fert43;resi8;no_co2;WC;Visby;52.252;13.235;47
EX250;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;no_irrig;manag31;no_fert;fert41;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX251;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;no_irrig;manag32;no_fert;fert41;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX252;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;no_irrig;manag29;no_fert;fert39;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX253;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;no_irrig;manag30;no_fert;fert43;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX254;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;no_irrig;manag31;no_fert;fert41;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX255;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;no_irrig;manag32;no_fert;fert41;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX256;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;irrig27;manag29;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX257;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;irrig28;manag30;no_fert;no_fert;resi8;no_co2;WC;Visby;52.252;13.235;47
EX258;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;irrig29;manag31;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX259;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;irrig28;manag32;no_fert;no_fert;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX260;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;irrig27;manag29;no_fert;fert40;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX261;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;irrig28;manag30;no_fert;fert44;resi8;no_co2;WC;Visby;52.252;13.235;47
EX262;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;irrig29;manag31;no_fert;fert42;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX263;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;irrig28;manag32;no_fert;fert42;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX264;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;irrig27;manag29;no_fert;fert39;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX265;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;irrig28;manag30;no_fert;fert43;resi8;no_co2;WC;Visby;52.252;13.235;47
EX266;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;irrig29;manag31;no_fert;fert41;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX267;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;irrig28;manag32;no_fert;fert41;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX268;HUB_Thyrow_D1;weather3;soil6;2016;13.04.2016;14.08.2016;irrig27;manag29;no_fert;fert39;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX269;HUB_Thyrow_D1;weather3;soil6;2016;27.08.2015;21.07.2016;irrig28;manag30;no_fert;fert43;no_resi;no_co2;WC;Visby;52.252;13.235;47
EX270;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;26.07.2016;irrig29;manag31;no_fert;fert41;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX271;HUB_Thyrow_D1;weather3;soil6;2016;22.09.2015;23.07.2016;irrig28;manag32;no_fert;fert41;no_resi;no_co2;WW;Discus;52.252;13.235;47
EX272;HUB_Thyrow_D1;weather3;soil6;2017;10.04.2017;26.09.2017;no_irrig;manag33;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX273;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;no_irrig;manag35;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX274;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;no_irrig;manag36;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX275;HUB_Thyrow_D1;weather3;soil6;2017;10.04.2017;26.09.2017;no_irrig;manag33;no_fert;fert50;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX276;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;no_irrig;manag34;no_fert;fert48;resi9;no_co2;WC;DK Exception;52.252;13.235;47
EX277;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;no_irrig;manag35;no_fert;fert46;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX278;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;no_irrig;manag36;no_fert;fert46;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX279;HUB_Thyrow_D1;weather3;soil6;2017;10.04.2017;26.09.2017;no_irrig;manag33;no_fert;fert49;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX280;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;no_irrig;manag34;no_fert;fert47;resi9;no_co2;WC;DK Exception;52.252;13.235;47
EX281;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;no_irrig;manag35;no_fert;fert45;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX282;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;no_irrig;manag36;no_fert;fert45;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX283;HUB_Thyrow_D1;weather3;soil6;2017;10.04.2017;26.09.2017;no_irrig;manag33;no_fert;fert49;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX284;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;no_irrig;manag34;no_fert;fert47;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX285;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;no_irrig;manag35;no_fert;fert45;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX286;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;no_irrig;manag36;no_fert;fert45;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX287;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;irrig30;manag35;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX288;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;irrig30;manag36;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX289;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;irrig30;manag34;no_fert;fert48;resi9;no_co2;WC;DK Exception;52.252;13.235;47
EX290;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;irrig30;manag35;no_fert;fert46;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX291;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;irrig30;manag36;no_fert;fert46;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX292;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;irrig30;manag34;no_fert;fert47;resi9;no_co2;WC;DK Exception;52.252;13.235;47
EX293;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;irrig30;manag35;no_fert;fert45;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX294;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;irrig30;manag36;no_fert;fert45;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX295;HUB_Thyrow_D1;weather3;soil6;2017;30.08.2016;31.07.2017;irrig30;manag34;no_fert;fert47;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX296;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;31.07.2017;irrig30;manag35;no_fert;fert45;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX297;HUB_Thyrow_D1;weather3;soil6;2017;28.09.2016;02.08.2017;irrig30;manag36;no_fert;fert45;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX298;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;no_irrig;manag37;no_fert;no_fert;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX299;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;no_irrig;manag39;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX300;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;no_irrig;manag40;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX301;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;no_irrig;manag37;no_fert;fert56;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX302;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;no_irrig;manag38;no_fert;fert52;resi10;no_co2;WC;DK Exception;52.252;13.235;47
EX303;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;no_irrig;manag39;no_fert;fert54;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX304;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;no_irrig;manag40;no_fert;fert58;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX305;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;no_irrig;manag37;no_fert;fert55;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX306;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;no_irrig;manag38;no_fert;fert51;resi10;no_co2;WC;DK Exception;52.252;13.235;47
EX307;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;no_irrig;manag39;no_fert;fert53;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX308;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;no_irrig;manag40;no_fert;fert57;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX309;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;no_irrig;manag37;no_fert;fert55;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX310;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;no_irrig;manag38;no_fert;fert51;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX311;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;no_irrig;manag39;no_fert;fert53;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX312;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;no_irrig;manag40;no_fert;fert57;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX313;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;irrig32;manag37;no_fert;no_fert;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX314;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;irrig31;manag39;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX315;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;irrig33;manag40;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX316;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;irrig32;manag37;no_fert;fert56;no_resi;no_co2;PO;Laura;52.252;13.235;47
