Experiment;Name;Weather;Soil;Year;Sowing;Harvest;Irrigation;Management;Fertilisation_org;Fertilisation_min;Residues;CO2;Crop;Cultivar;Lat;Long;Elevation
EX476;TI_Braunschweig_FACE;weather9;soil7;2005;26.10.2004;27.07.2005;irrig53;manag58;no_fert;fert93;no_resi;550;WW;Batis;52.3;10.433;75
EX477;TI_Braunschweig_FACE;weather9;soil7;2005;26.10.2004;27.07.2005;irrig53;manag58;no_fert;fert94;no_resi;550;WW;Batis;52.3;10.433;75
EX478;TI_Braunschweig_FACE;weather10;soil7;2007;25.04.2007;02.10.2007;irrig54;manag59;no_fert;fert95;no_resi;370;SM;Romario;52.3;10.433;75
EX479;TI_Braunschweig_FACE;weather10;soil7;2007;25.04.2007;02.10.2007;no_irrig;manag59;no_fert;fert95;no_resi;370;SM;Romario;52.3;10.433;75
EX480;TI_Braunschweig_FACE;weather10;soil7;2007;25.04.2007;02.10.2007;irrig54;manag59;no_fert;fert95;no_resi;550;SM;Romario;52.3;10.433;75
EX481;TI_Braunschweig_FACE;weather10;soil7;2007;25.04.2007;02.10.2007;no_irrig;manag59;no_fert;fert95;no_resi;550;SM;Romario;52.3;10.433;75
EX482;TI_Braunschweig_FACE;weather11;soil7;2008;09.05.2008;29.09.2008;irrig55;no_manag;no_fert;fert96;no_resi;385;SM;Romario;52.3;10.433;75
EX483;TI_Braunschweig_FACE;weather11;soil7;2008;09.05.2008;29.09.2008;irrig56;no_manag;no_fert;fert96;no_resi;385;SM;Romario;52.3;10.433;75
EX484;TI_Braunschweig_FACE;weather11;soil7;2008;09.05.2008;29.09.2008;irrig55;no_manag;no_fert;fert96;no_resi;550;SM;Romario;52.3;10.433;75
EX485;TI_Braunschweig_FACE;weather11;soil7;2008;09.05.2008;29.09.2008;irrig56;no_manag;no_fert;fert96;no_resi;550;SM;Romario;52.3;10.433;75
EX486;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;no_irrig;manag74;no_fert;fert112;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX487;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;no_irrig;no_manag;no_fert;fert112;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX488;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;irrig65;manag74;no_fert;fert112;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX489;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;irrig65;no_manag;no_fert;fert112;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX490;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;no_irrig;manag74;no_fert;fert112;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX491;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;no_irrig;no_manag;no_fert;fert112;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX492;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;irrig65;manag74;no_fert;fert112;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX493;ZALF_Muencheberg_V4;weather13;soil8;2008;24.04.2008;10.09.2008;irrig65;no_manag;no_fert;fert112;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX494;ZALF_Muencheberg_V4;weather13;soil8;2008;02.10.2007;28.05.2008;1;manag75;no_fert;fert113;no_resi;no_co2;WR;Vitallo;52.517;14.124;64
EX495;ZALF_Muencheberg_V4;weather13;soil8;2008;02.10.2007;28.05.2008;1;no_manag;no_fert;fert113;no_resi;no_co2;WR;Vitallo;52.517;14.124;64
EX496;ZALF_Muencheberg_V4;weather13;soil8;2008;02.10.2007;28.05.2008;2;manag75;no_fert;fert113;no_resi;no_co2;WR;Vitallo;52.517;14.124;64
EX497;ZALF_Muencheberg_V4;weather13;soil8;2008;02.10.2007;28.05.2008;2;no_manag;no_fert;fert113;no_resi;no_co2;WR;Vitallo;52.517;14.124;64
EX498;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;no_irrig;manag76;no_fert;fert114;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX499;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;no_irrig;no_manag;no_fert;fert114;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX500;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;irrig66;manag76;no_fert;fert114;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX501;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;irrig66;no_manag;no_fert;fert114;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX502;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;no_irrig;manag76;no_fert;fert114;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX503;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;no_irrig;no_manag;no_fert;fert114;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX504;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;irrig66;manag76;no_fert;fert114;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX505;ZALF_Muencheberg_V4;weather13;soil8;2009;22.04.2009;15.09.2009;irrig66;no_manag;no_fert;fert114;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX506;ZALF_Muencheberg_V4;weather13;soil8;2009;24.09.2008;23.06.2009;no_irrig;manag86;no_fert;fert115;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX507;ZALF_Muencheberg_V4;weather13;soil8;2009;24.09.2008;23.06.2009;no_irrig;no_manag;no_fert;fert115;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX508;ZALF_Muencheberg_V4;weather13;soil8;2009;24.09.2008;23.06.2009;no_irrig;manag86;no_fert;fert115;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX509;ZALF_Muencheberg_V4;weather13;soil8;2009;24.09.2008;23.06.2009;no_irrig;no_manag;no_fert;fert115;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX510;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;no_irrig;manag77;no_fert;fert116;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX511;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;no_irrig;no_manag;no_fert;fert116;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX512;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;irrig67;manag77;no_fert;fert116;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX513;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;irrig67;no_manag;no_fert;fert116;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX514;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;no_irrig;manag77;no_fert;fert116;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX515;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;no_irrig;no_manag;no_fert;fert116;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX516;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;irrig67;manag77;no_fert;fert116;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX517;ZALF_Muencheberg_V4;weather13;soil8;2010;30.04.2010;18.09.2010;irrig67;no_manag;no_fert;fert116;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX518;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;no_irrig;manag78;no_fert;fert117;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX519;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;no_irrig;no_manag;no_fert;fert117;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX520;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;irrig68;manag78;no_fert;fert118;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX521;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;irrig68;no_manag;no_fert;fert118;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX522;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;no_irrig;manag78;no_fert;fert117;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX523;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;no_irrig;no_manag;no_fert;fert117;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX524;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;irrig68;manag78;no_fert;fert118;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX525;ZALF_Muencheberg_V4;weather13;soil8;2011;02.05.2011;13.09.2011;irrig68;no_manag;no_fert;fert118;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX526;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;no_irrig;manag79;no_fert;fert119;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX527;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;no_irrig;no_manag;no_fert;fert119;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX528;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;irrig69;manag79;no_fert;fert120;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX529;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;irrig69;no_manag;no_fert;fert120;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX530;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;no_irrig;manag79;no_fert;fert119;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX531;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;no_irrig;no_manag;no_fert;fert119;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX532;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;irrig69;manag79;no_fert;fert120;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX533;ZALF_Muencheberg_V4;weather13;soil8;2012;25.04.2012;17.09.2012;irrig69;no_manag;no_fert;fert120;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX534;ZALF_Muencheberg_V4;weather13;soil8;2012;26.09.2011;23.05.2012;1;manag80;no_fert;fert121;no_resi;no_co2;WR;Palazzo;52.517;14.124;64
EX535;ZALF_Muencheberg_V4;weather13;soil8;2012;26.09.2011;23.05.2012;1;no_manag;no_fert;fert121;no_resi;no_co2;WR;Palazzo;52.517;14.124;64
EX536;ZALF_Muencheberg_V4;weather13;soil8;2012;26.09.2011;23.05.2012;2;manag80;no_fert;fert121;no_resi;no_co2;WR;Palazzo;52.517;14.124;64
EX537;ZALF_Muencheberg_V4;weather13;soil8;2012;26.09.2011;23.05.2012;2;no_manag;no_fert;fert121;no_resi;no_co2;WR;Palazzo;52.517;14.124;64
EX538;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;no_irrig;manag81;no_fert;fert122;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX539;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;no_irrig;no_manag;no_fert;fert122;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX540;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;irrig70;manag81;no_fert;fert123;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX541;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;irrig70;no_manag;no_fert;fert123;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX542;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;no_irrig;manag81;no_fert;fert122;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX543;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;no_irrig;no_manag;no_fert;fert122;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX544;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;irrig70;manag81;no_fert;fert123;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX545;ZALF_Muencheberg_V4;weather13;soil8;2013;26.04.2013;12.09.2013;irrig70;no_manag;no_fert;fert123;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX546;ZALF_Muencheberg_V4;weather13;soil8;2013;28.09.2012;24.06.2013;no_irrig;manag87;no_fert;fert124;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX547;ZALF_Muencheberg_V4;weather13;soil8;2013;28.09.2012;24.06.2013;no_irrig;no_manag;no_fert;fert124;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX548;ZALF_Muencheberg_V4;weather13;soil8;2013;28.09.2012;24.06.2013;irrig71;manag87;no_fert;fert124;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX549;ZALF_Muencheberg_V4;weather13;soil8;2013;28.09.2012;24.06.2013;irrig71;no_manag;no_fert;fert124;no_resi;no_co2;TR;Talentro;52.517;14.124;64
EX550;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;no_irrig;manag82;no_fert;fert125;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX551;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;no_irrig;no_manag;no_fert;fert125;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX552;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;irrig72;manag82;no_fert;fert126;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX553;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;irrig72;no_manag;no_fert;fert126;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX554;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;no_irrig;manag82;no_fert;fert125;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX555;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;no_irrig;no_manag;no_fert;fert125;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX556;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;irrig72;manag82;no_fert;fert126;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX557;ZALF_Muencheberg_V4;weather13;soil8;2014;22.04.2014;19.09.2014;irrig72;no_manag;no_fert;fert126;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX558;ZALF_Muencheberg_V4;weather13;soil8;2015;29.04.2015;15.09.2015;no_irrig;manag83;no_fert;fert127;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX559;ZALF_Muencheberg_V4;weather13;soil8;2015;29.04.2015;15.09.2015;no_irrig;no_manag;no_fert;fert127;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX560;ZALF_Muencheberg_V4;weather13;soil8;2015;29.04.2015;15.09.2015;irrig73;manag83;no_fert;fert128;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX561;ZALF_Muencheberg_V4;weather13;soil8;2015;29.04.2015;15.09.2015;irrig73;no_manag;no_fert;fert128;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX562;ZALF_Muencheberg_V4;weather13;soil8;2015;30.04.2015;15.09.2015;no_irrig;manag83;no_fert;fert127;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX563;ZALF_Muencheberg_V4;weather13;soil8;2015;30.04.2015;15.09.2015;no_irrig;no_manag;no_fert;fert127;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX564;ZALF_Muencheberg_V4;weather13;soil8;2015;30.04.2015;15.09.2015;irrig73;manag83;no_fert;fert128;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX565;ZALF_Muencheberg_V4;weather13;soil8;2015;30.04.2015;15.09.2015;irrig73;no_manag;no_fert;fert128;no_resi;no_co2;SM;Francisco;52.517;14.124;64
EX566;ZALF_Muencheberg_V4;weather13;soil8;2016;25.04.2016;15.09.2016;no_irrig;manag84;no_fert;fert129;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX567;ZALF_Muencheberg_V4;weather13;soil8;2016;25.04.2016;15.09.2016;no_irrig;no_manag;no_fert;fert129;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX568;ZALF_Muencheberg_V4;weather13;soil8;2016;25.04.2016;15.09.2016;irrig74;manag84;no_fert;fert130;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX569;ZALF_Muencheberg_V4;weather13;soil8;2016;25.04.2016;15.09.2016;irrig74;no_manag;no_fert;fert130;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX570;ZALF_Muencheberg_V4;weather13;soil8;2017;04.10.2016;03.08.2017;no_irrig;no_manag;no_fert;fert131;no_resi;no_co2;WR;Brasetto;52.517;14.124;64
EX571;ZALF_Muencheberg_V4;weather13;soil8;2017;04.10.2016;03.08.2017;irrig75;no_manag;no_fert;fert131;no_resi;no_co2;WR;Brasetto;52.517;14.124;64
EX572;ZALF_Muencheberg_V4;weather13;soil8;2018;27.04.2018;23.08.2018;no_irrig;manag85;no_fert;fert132;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX573;ZALF_Muencheberg_V4;weather13;soil8;2018;27.04.2018;23.08.2018;no_irrig;no_manag;no_fert;fert132;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX574;ZALF_Muencheberg_V4;weather13;soil8;2018;27.04.2018;23.08.2018;irrig76;manag85;no_fert;fert133;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX575;ZALF_Muencheberg_V4;weather13;soil8;2018;27.04.2018;23.08.2018;irrig76;no_manag;no_fert;fert133;no_resi;no_co2;SM;Atletico;52.517;14.124;64
EX576;ZALF_Muencheberg_V4;weather13;soil8;2019;29.04.2019;28.08.2019;no_irrig;no_manag;no_fert;fert97;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX577;ZALF_Muencheberg_V4;weather13;soil8;2019;29.04.2019;28.08.2019;no_irrig;manag60;no_fert;fert97;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX578;ZALF_Muencheberg_V4;weather13;soil8;2019;29.04.2019;28.08.2019;irrig57;no_manag;no_fert;fert98;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX579;ZALF_Muencheberg_V4;weather13;soil8;2019;29.04.2019;28.08.2019;irrig57;manag60;no_fert;fert98;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX580;ZALF_Muencheberg_V4;weather13;soil8;2019;08.04.2019;24.07.2019;no_irrig;no_manag;no_fert;fert99;no_resi;no_co2;SB;no_cultivar;52.517;14.124;64
EX581;ZALF_Muencheberg_V4;weather13;soil8;2019;08.04.2019;24.07.2019;no_irrig;manag69;no_fert;fert99;no_resi;no_co2;SB;no_cultivar;52.517;14.124;64
EX582;ZALF_Muencheberg_V4;weather13;soil8;2019;08.04.2019;24.07.2019;irrig58;no_manag;no_fert;fert99;no_resi;no_co2;SB;no_cultivar;52.517;14.124;64
EX583;ZALF_Muencheberg_V4;weather13;soil8;2019;08.04.2019;24.07.2019;irrig58;manag69;no_fert;fert99;no_resi;no_co2;SB;no_cultivar;52.517;14.124;64
EX584;ZALF_Muencheberg_V4;weather13;soil8;2020;22.04.2020;02.09.2020;no_irrig;manag62;no_fert;fert100;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX585;ZALF_Muencheberg_V4;weather13;soil8;2020;22.04.2020;02.09.2020;no_irrig;manag61;no_fert;fert100;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX586;ZALF_Muencheberg_V4;weather13;soil8;2020;22.04.2020;02.09.2020;2;manag62;no_fert;fert101;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX587;ZALF_Muencheberg_V4;weather13;soil8;2020;22.04.2020;02.09.2020;2;manag61;no_fert;fert101;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX588;ZALF_Muencheberg_V4;weather13;soil8;2020;14.10.2019;23.07.2020;no_irrig;manag88;no_fert;fert102;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX589;ZALF_Muencheberg_V4;weather13;soil8;2020;14.10.2019;23.07.2020;no_irrig;no_manag;no_fert;fert102;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX590;ZALF_Muencheberg_V4;weather13;soil8;2020;14.10.2019;23.07.2020;2;manag88;no_fert;fert102;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX591;ZALF_Muencheberg_V4;weather13;soil8;2020;14.10.2019;23.07.2020;2;no_manag;no_fert;fert102;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX592;ZALF_Muencheberg_V4;weather13;soil8;2021;28.04.2021;13.09.2021;no_irrig;manag64;no_fert;fert103;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX593;ZALF_Muencheberg_V4;weather13;soil8;2021;28.04.2021;13.09.2021;no_irrig;manag63;no_fert;fert103;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX594;ZALF_Muencheberg_V4;weather13;soil8;2021;28.04.2021;13.09.2021;irrig59;manag64;no_fert;fert104;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX595;ZALF_Muencheberg_V4;weather13;soil8;2021;28.04.2021;13.09.2021;irrig59;manag63;no_fert;fert104;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX596;ZALF_Muencheberg_V4;weather13;soil8;2021;06.10.2020;20.07.2021;no_irrig;manag70;no_fert;fert105;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX597;ZALF_Muencheberg_V4;weather13;soil8;2021;06.10.2020;20.07.2021;no_irrig;no_manag;no_fert;fert105;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX598;ZALF_Muencheberg_V4;weather13;soil8;2021;06.10.2020;20.07.2021;irrig60;manag70;no_fert;fert105;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX599;ZALF_Muencheberg_V4;weather13;soil8;2021;06.10.2020;20.07.2021;irrig60;no_manag;no_fert;fert105;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX600;ZALF_Muencheberg_V4;weather13;soil8;2022;22.04.2022;07.09.2022;no_irrig;manag65;no_fert;fert106;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX601;ZALF_Muencheberg_V4;weather13;soil8;2022;22.04.2022;07.09.2022;no_irrig;manag66;no_fert;fert107;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX602;ZALF_Muencheberg_V4;weather13;soil8;2022;22.04.2022;07.09.2022;irrig61;manag65;no_fert;fert108;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX603;ZALF_Muencheberg_V4;weather13;soil8;2022;22.04.2022;07.09.2022;irrig61;manag66;no_fert;fert109;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX604;ZALF_Muencheberg_V4;weather13;soil8;2022;15.10.2021;18.07.2022;no_irrig;manag71;no_fert;fert110;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX605;ZALF_Muencheberg_V4;weather13;soil8;2022;15.10.2021;18.07.2022;no_irrig;manag72;no_fert;fert110;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX606;ZALF_Muencheberg_V4;weather13;soil8;2022;15.10.2021;18.07.2022;irrig62;manag71;no_fert;fert110;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX607;ZALF_Muencheberg_V4;weather13;soil8;2022;15.10.2021;18.07.2022;irrig62;manag72;no_fert;fert110;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX608;ZALF_Muencheberg_V4;weather13;soil8;2023;05.05.2023;06.09.2023;no_irrig;manag67;no_fert;no_fert;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX609;ZALF_Muencheberg_V4;weather13;soil8;2023;05.05.2023;06.09.2023;no_irrig;manag68;no_fert;no_fert;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX610;ZALF_Muencheberg_V4;weather13;soil8;2023;05.05.2023;06.09.2023;irrig63;manag67;no_fert;no_fert;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX611;ZALF_Muencheberg_V4;weather13;soil8;2023;05.05.2023;06.09.2023;irrig63;manag68;no_fert;no_fert;no_resi;no_co2;SM;no_cultivar;52.517;14.124;64
EX612;ZALF_Muencheberg_V4;weather13;soil8;2023;26.09.2022;18.07.2023;no_irrig;manag73;no_fert;fert111;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX613;ZALF_Muencheberg_V4;weather13;soil8;2023;26.09.2022;18.07.2023;irrig64;manag73;no_fert;fert111;no_resi;no_co2;WW;no_cultivar;52.517;14.124;64
EX616;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WB;Campanile;52.296;10.436;75
EX617;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WB;Fridericus;52.296;10.436;75
EX618;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WB;Highlight;52.296;10.436;75
EX619;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WB;Zzoom;52.296;10.436;75
EX620;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WR;Askari;52.296;10.436;75
EX621;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WR;Conduct;52.296;10.436;75
EX622;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WR;Visello;52.296;10.436;75
EX623;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;TR;Agostino;52.296;10.436;75
EX624;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;TR;Grenado;52.296;10.436;75
EX625;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;TR;Massimo;52.296;10.436;75
EX626;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;TR;Tulus;52.296;10.436;75
EX627;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WW;Hyland;52.296;10.436;75
EX628;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WW;Kredo;52.296;10.436;75
EX629;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;wet;;;;;;WW;Ludwig;52.296;10.436;75
EX630;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WB;Campanile;52.296;10.436;75
EX631;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WB;Fridericus;52.296;10.436;75
EX632;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WB;Highlight;52.296;10.436;75
EX633;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WB;Zzoom;52.296;10.436;75
EX634;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WR;Askari;52.296;10.436;75
EX635;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;WR;Visello;52.296;10.436;75
EX636;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;TR;Agostino;52.296;10.436;75
EX637;JKI_Braunschweig_Rainshelter;weather12;soil9;2010;;;dry;;;;;;TR;Grenado;52.296;10.436;75
